OrderID,OrderLine,OrderDate,ProductID,Quantity,UnitPrice,DiscountPct,GrossSales,DiscountAmount,Revenue,COGS,ShippingCost,VariableSalesCost,TotalCost,Profit,CustomerSegment,SalesChannel
SO-202507-012295,1,2025-07-29,1010,1,658.24,0.0477,658.24,31.39,626.85,472.88,6.52,40.75,520.15,106.69,Small Business,Partner
SO-202507-012296,1,2025-07-03,1038,4,48.92,0.0493,195.68,9.65,186.03,96.33,6.90,13.39,116.63,69.40,Mid-Market,Direct Sales
SO-202507-012297,1,2025-07-10,1038,5,49.63,0.0315,248.13,7.81,240.32,121.31,7.50,17.30,146.11,94.21,Small Business,Direct Sales
SO-202507-012297,2,2025-07-10,1002,1,1000.46,0.0271,1000.46,27.14,973.32,753.99,8.70,70.08,832.76,140.56,Small Business,Direct Sales
SO-202507-012297,3,2025-07-10,1016,2,221.76,0.0367,443.52,16.30,427.23,278.41,28.00,30.76,337.17,90.06,Small Business,Direct Sales
SO-202507-012298,1,2025-07-10,1030,10,28.70,0.0654,287.02,18.78,268.24,146.46,12.00,19.31,177.77,90.47,Mid-Market,Direct Sales
SO-202507-012299,1,2025-07-18,1027,3,88.36,0.0390,265.07,10.33,254.74,171.88,5.32,16.56,193.76,60.98,Small Business,Partner
SO-202507-012299,2,2025-07-18,1048,2,34.18,0.0392,68.37,2.68,65.69,30.77,4.28,4.27,39.32,26.37,Small Business,Partner
SO-202507-012300,1,2025-07-24,1016,1,220.86,0.0321,220.86,7.10,213.76,139.32,24.50,11.76,175.58,38.19,Small Business,Online
SO-202507-012301,1,2025-07-30,1040,2,79.15,0.0474,158.31,7.50,150.80,83.02,4.28,9.80,97.10,53.71,Small Business,Partner
SO-202507-012301,2,2025-07-30,1017,2,947.76,0.0372,1895.51,70.52,1824.99,1362.19,21.00,118.62,1501.81,323.18,Small Business,Partner
SO-202507-012301,3,2025-07-30,1025,1,33.60,0.0421,33.60,1.42,32.19,18.76,4.28,2.09,25.13,7.06,Small Business,Partner
SO-202507-012302,1,2025-07-24,1028,10,247.51,0.0477,2475.14,118.15,2356.99,1713.16,12.00,169.70,1894.86,462.13,Small Business,Direct Sales
SO-202507-012302,2,2025-07-24,1025,8,33.99,0.0335,271.90,9.10,262.80,150.94,10.60,18.92,180.47,82.34,Small Business,Direct Sales
SO-202507-012303,1,2025-07-04,1021,1,1112.21,0.0585,1112.21,65.08,1047.13,801.02,24.50,75.39,900.91,146.22,Mid-Market,Direct Sales
SO-202507-012303,2,2025-07-04,1024,2,120.44,0.0608,240.88,14.64,226.24,132.99,28.00,16.29,177.28,48.96,Mid-Market,Direct Sales
SO-202507-012304,1,2025-07-10,1015,1,424.77,0.0487,424.77,20.68,404.09,290.48,24.50,29.09,344.07,60.01,Mid-Market,Direct Sales
SO-202507-012305,1,2025-07-05,1024,1,117.61,0.0416,117.61,4.89,112.72,66.48,24.50,6.20,97.18,15.55,Mid-Market,Online
SO-202507-012306,1,2025-07-14,1043,2,59.35,0.0556,118.70,6.60,112.10,55.79,4.28,7.29,67.36,44.74,Small Business,Partner
SO-202507-012307,1,2025-07-21,1018,1,180.12,0.0897,180.12,16.16,163.96,110.87,16.17,11.64,138.68,25.28,Enterprise,Partner
SO-202507-012308,1,2025-07-16,1038,2,48.27,0.0749,96.54,7.23,89.31,48.14,5.02,5.45,58.60,30.71,Enterprise,Online
SO-202507-012308,2,2025-07-16,1047,4,77.90,0.0836,311.61,26.05,285.56,177.08,6.07,17.42,200.57,84.99,Enterprise,Online
SO-202507-012308,3,2025-07-16,1033,8,39.52,0.0784,316.16,24.78,291.37,159.82,9.33,17.77,186.92,104.45,Enterprise,Online
SO-202507-012309,1,2025-07-24,1043,4,59.68,0.0355,238.70,8.47,230.24,112.06,6.90,12.66,131.62,98.62,Small Business,Online
SO-202507-012310,1,2025-07-06,1038,2,49.50,0.0362,99.00,3.58,95.42,48.04,5.70,5.25,58.99,36.43,Small Business,Online
SO-202507-012311,1,2025-07-03,1026,1,26.65,0.0463,26.65,1.23,25.41,14.02,5.70,1.83,21.55,3.86,Small Business,Direct Sales
SO-202507-012312,1,2025-07-01,1037,2,41.52,0.0426,83.03,3.54,79.49,44.76,6.40,4.37,55.53,23.96,Mid-Market,Online
SO-202507-012313,1,2025-07-05,1018,1,178.10,0.0511,178.10,9.09,169.00,110.75,18.38,10.99,140.11,28.90,Small Business,Partner
SO-202507-012313,2,2025-07-05,1019,1,148.43,0.0450,148.43,6.68,141.75,90.48,18.38,9.21,118.06,23.69,Small Business,Partner
SO-202507-012314,1,2025-07-05,1040,4,79.63,0.0407,318.52,12.95,305.57,163.71,6.90,16.81,187.41,118.16,Small Business,Online
SO-202507-012315,1,2025-07-10,1037,8,42.10,0.0925,336.77,31.15,305.62,179.31,9.33,23.84,212.47,93.15,Enterprise,Direct Sales
SO-202507-012315,2,2025-07-10,1042,2,148.50,0.0837,297.00,24.85,272.14,174.36,5.02,21.23,200.61,71.54,Enterprise,Direct Sales
SO-202507-012315,3,2025-07-10,1031,3,140.24,0.0934,420.71,39.28,381.43,260.63,6.25,29.75,296.63,84.80,Enterprise,Direct Sales
SO-202507-012316,1,2025-07-24,1028,2,248.58,0.0545,497.16,27.07,470.08,337.31,6.40,25.85,369.56,100.52,Mid-Market,Online
SO-202507-012317,1,2025-07-02,1024,2,118.45,0.0372,236.91,8.82,228.09,134.30,21.00,14.83,170.12,57.97,Small Business,Partner
SO-202507-012318,1,2025-07-16,1029,10,73.78,0.0527,737.84,38.86,698.97,454.43,12.00,50.33,516.76,182.22,Mid-Market,Direct Sales
SO-202507-012319,1,2025-07-01,1008,1,604.66,0.0713,604.66,43.09,561.56,439.45,7.66,34.26,481.36,80.20,Enterprise,Online
SO-202507-012319,2,2025-07-01,1003,2,859.77,0.0850,1719.54,146.16,1573.38,1271.21,8.71,95.98,1375.90,197.48,Enterprise,Online
SO-202507-012320,1,2025-07-22,1005,1,331.86,0.0284,331.86,9.42,322.44,225.19,8.70,17.73,251.62,70.82,Small Business,Online
SO-202507-012321,1,2025-07-18,1012,3,220.79,0.0756,662.36,50.08,612.28,401.86,9.77,37.35,448.97,163.30,Enterprise,Online
SO-202507-012322,1,2025-07-12,1042,1,148.73,0.0979,148.73,14.57,134.16,87.19,3.37,9.53,100.09,34.07,Enterprise,Partner
SO-202507-012323,1,2025-07-15,1019,1,149.62,0.0323,149.62,4.83,144.79,91.38,24.50,7.96,123.85,20.94,Small Business,Online
SO-202507-012324,1,2025-07-16,1027,10,90.13,0.0530,901.33,47.79,853.54,575.63,9.00,55.48,640.11,213.43,Small Business,Partner
SO-202507-012325,1,2025-07-04,1018,3,178.94,0.0347,536.82,18.62,518.20,334.14,31.50,37.31,402.95,115.25,Small Business,Direct Sales
SO-202507-012326,1,2025-07-10,1028,8,252.64,0.0888,2021.10,179.45,1841.65,1359.20,7.00,130.76,1496.96,344.70,Enterprise,Partner
SO-202507-012327,1,2025-07-12,1010,1,653.21,0.0381,653.21,24.87,628.34,467.67,8.70,34.56,510.93,117.41,Small Business,Online
SO-202507-012328,1,2025-07-14,1043,2,58.44,0.0352,116.89,4.11,112.77,55.86,5.70,8.12,69.68,43.10,Small Business,Direct Sales
SO-202507-012329,1,2025-07-25,1006,1,188.91,0.0402,188.91,7.60,181.31,125.08,8.70,9.97,143.76,37.56,Mid-Market,Online
SO-202507-012330,1,2025-07-08,1015,3,433.28,0.0308,1299.84,39.99,1259.85,865.43,31.50,69.29,966.22,293.63,Small Business,Online
SO-202507-012331,1,2025-07-27,1047,2,78.36,0.0576,156.71,9.03,147.68,88.05,5.70,8.12,101.87,45.81,Mid-Market,Online
SO-202507-012332,1,2025-07-07,1025,3,33.85,0.0459,101.55,4.66,96.89,56.55,7.10,5.33,68.98,27.92,Mid-Market,Online
SO-202507-012333,1,2025-07-17,1013,1,638.24,0.0308,638.24,19.64,618.60,438.70,24.50,44.54,507.74,110.86,Small Business,Direct Sales
SO-202507-012334,1,2025-07-17,1036,8,31.08,0.0815,248.66,20.26,228.41,125.08,7.00,16.22,148.29,80.11,Enterprise,Partner
SO-202507-012334,2,2025-07-17,1032,5,120.44,0.0990,602.18,59.61,542.58,352.39,5.61,38.52,396.52,146.05,Enterprise,Partner
SO-202507-012334,3,2025-07-17,1035,4,22.16,0.0919,88.63,8.15,80.48,42.05,5.15,5.71,52.91,27.57,Enterprise,Partner
SO-202507-012335,1,2025-07-05,1027,4,88.81,0.0712,355.23,25.30,329.93,228.72,6.86,20.13,255.71,74.23,Enterprise,Online
SO-202507-012336,1,2025-07-02,1025,3,33.76,0.0858,101.28,8.69,92.59,56.21,4.69,6.57,67.47,25.11,Enterprise,Partner
SO-202507-012336,2,2025-07-02,1040,3,78.74,0.0936,236.21,22.10,214.11,124.42,4.16,15.20,143.78,70.33,Enterprise,Partner
SO-202507-012337,1,2025-07-29,1001,3,1305.61,0.0858,3916.84,336.06,3580.78,2975.65,7.33,254.24,3237.21,343.57,Enterprise,Partner
SO-202507-012337,2,2025-07-29,1030,3,29.34,0.1014,88.02,8.93,79.09,43.36,4.69,5.62,53.66,25.43,Enterprise,Partner
SO-202507-012338,1,2025-07-26,1010,1,651.59,0.0331,651.59,21.59,630.01,466.69,8.70,34.65,510.04,119.96,Small Business,Online
SO-202507-012338,2,2025-07-26,1015,2,428.85,0.0231,857.70,19.85,837.85,574.57,28.00,46.08,648.65,189.20,Small Business,Online
SO-202507-012339,1,2025-07-24,1048,3,34.06,0.0656,102.18,6.71,95.48,46.27,6.30,6.87,59.44,36.03,Mid-Market,Direct Sales
SO-202507-012340,1,2025-07-02,1031,3,140.83,0.0496,422.50,20.96,401.54,257.48,7.10,22.08,286.66,114.87,Mid-Market,Online
SO-202507-012341,1,2025-07-06,1038,3,48.47,0.0355,145.40,5.17,140.23,72.53,6.30,7.71,86.54,53.69,Small Business,Online
SO-202507-012342,1,2025-07-08,1048,1,34.00,0.0403,34.00,1.37,32.63,15.23,3.82,2.12,21.18,11.45,Small Business,Partner
SO-202507-012342,2,2025-07-08,1002,1,996.64,0.0417,996.64,41.54,955.09,751.94,6.52,62.08,820.54,134.55,Small Business,Partner
SO-202507-012342,3,2025-07-08,1019,1,150.47,0.0407,150.47,6.13,144.34,91.25,18.38,9.38,119.01,25.33,Small Business,Partner
SO-202507-012343,1,2025-07-12,1038,2,49.21,0.0363,98.42,3.57,94.85,47.92,4.28,6.17,58.36,36.50,Small Business,Partner
SO-202507-012343,2,2025-07-12,1025,1,33.93,0.0489,33.93,1.66,32.27,18.92,4.28,2.10,25.29,6.98,Small Business,Partner
SO-202507-012344,1,2025-07-16,1031,5,139.16,0.0343,695.81,23.83,671.97,435.50,8.50,36.96,480.96,191.01,Small Business,Online
SO-202507-012345,1,2025-07-24,1033,3,38.64,0.0328,115.91,3.80,112.11,60.18,7.10,8.07,75.35,36.76,Small Business,Direct Sales
SO-202507-012346,1,2025-07-25,1015,3,433.86,0.0764,1301.57,99.49,1202.08,868.07,23.62,78.14,969.83,232.26,Mid-Market,Partner
SO-202507-012347,1,2025-07-29,1006,2,186.73,0.0751,373.47,28.04,345.43,248.73,8.71,26.94,284.39,61.04,Enterprise,Direct Sales
SO-202507-012348,1,2025-07-02,1026,3,27.26,0.0994,81.77,8.13,73.64,42.56,4.69,5.23,52.48,21.16,Enterprise,Partner
SO-202507-012348,2,2025-07-02,1015,1,422.63,0.0884,422.63,37.36,385.27,288.55,16.17,27.35,332.08,53.19,Enterprise,Partner
SO-202507-012349,1,2025-07-04,1031,2,140.50,0.0419,281.01,11.78,269.23,172.50,6.40,14.81,193.71,75.52,Mid-Market,Online
SO-202507-012349,2,2025-07-04,1025,10,33.65,0.0467,336.55,15.72,320.82,189.04,12.00,17.65,218.69,102.13,Mid-Market,Online
SO-202507-012350,1,2025-07-24,1005,1,324.45,0.0259,324.45,8.41,316.04,225.80,8.70,17.38,251.88,64.16,Small Business,Online
SO-202507-012351,1,2025-07-19,1015,1,426.86,0.0261,426.86,11.13,415.73,289.85,24.50,22.87,337.22,78.51,Small Business,Online
SO-202507-012351,2,2025-07-19,1009,1,903.30,0.0319,903.30,28.79,874.52,690.47,8.70,48.10,747.27,127.25,Small Business,Online
SO-202507-012351,3,2025-07-19,1003,2,836.87,0.0240,1673.74,40.21,1633.53,1265.37,9.90,89.84,1365.12,268.41,Small Business,Online
SO-202507-012352,1,2025-07-13,1040,1,80.08,0.0459,80.08,3.68,76.41,41.43,3.82,4.97,50.22,26.18,Small Business,Partner
SO-202507-012353,1,2025-07-10,1035,4,21.85,0.0214,87.41,1.87,85.54,42.45,7.80,4.70,54.95,30.58,Small Business,Online
SO-202507-012353,2,2025-07-10,1013,2,626.54,0.0337,1253.08,42.23,1210.84,866.21,28.00,66.60,960.81,250.04,Small Business,Online
SO-202507-012354,1,2025-07-12,1013,1,620.96,0.0341,620.96,21.18,599.78,432.89,24.50,43.18,500.57,99.21,Small Business,Direct Sales
SO-202507-012355,1,2025-07-05,1033,2,38.46,0.0277,76.93,2.13,74.80,40.21,6.40,4.11,50.72,24.07,Small Business,Online
SO-202507-012356,1,2025-07-26,1044,4,19.19,0.0407,76.78,3.12,73.66,32.24,6.90,4.05,43.19,30.46,Small Business,Online
SO-202507-012357,1,2025-07-01,1047,3,78.95,0.0495,236.84,11.72,225.12,134.24,6.30,12.38,152.93,72.19,Mid-Market,Online
SO-202507-012358,1,2025-07-29,1020,1,331.65,0.0404,331.65,13.41,318.24,212.79,24.50,17.50,254.79,63.45,Small Business,Online
SO-202507-012359,1,2025-07-02,1025,5,34.11,0.0918,170.56,15.65,154.91,94.17,7.48,12.08,113.73,41.18,Enterprise,Direct Sales
SO-202507-012359,2,2025-07-02,1006,2,189.97,0.0751,379.95,28.55,351.40,248.96,8.71,27.41,285.08,66.32,Enterprise,Direct Sales
SO-202507-012359,3,2025-07-02,1049,2,100.02,0.0878,200.03,17.55,182.48,107.32,5.02,14.23,126.57,55.90,Enterprise,Direct Sales
SO-202507-012360,1,2025-07-02,1038,1,48.66,0.0512,48.66,2.49,46.17,24.20,5.10,3.32,32.63,13.54,Mid-Market,Direct Sales
SO-202507-012361,1,2025-07-05,1009,1,906.27,0.0455,906.27,41.27,865.00,698.17,8.70,62.28,769.15,95.85,Small Business,Direct Sales
SO-202507-012362,1,2025-07-02,1040,2,79.10,0.0581,158.20,9.19,149.00,82.49,5.70,10.73,98.92,50.09,Mid-Market,Direct Sales
SO-202507-012363,1,2025-07-26,1025,5,34.00,0.0367,170.00,6.24,163.75,93.51,6.38,10.64,110.52,53.23,Small Business,Partner
SO-202507-012364,1,2025-07-09,1008,2,596.23,0.0282,1192.46,33.59,1158.88,883.83,9.90,63.74,957.47,201.41,Small Business,Online
SO-202507-012365,1,2025-07-23,1023,2,130.70,0.0723,261.41,18.89,242.52,149.52,21.00,15.76,186.29,56.23,Mid-Market,Partner
SO-202507-012366,1,2025-07-19,1025,2,33.98,0.0274,67.96,1.86,66.09,37.49,6.40,3.64,47.53,18.57,Small Business,Online
SO-202507-012367,1,2025-07-08,1027,3,87.83,0.0484,263.50,12.76,250.74,170.37,5.32,16.30,192.00,58.74,Small Business,Partner
SO-202507-012368,1,2025-07-12,1023,1,127.98,0.0246,127.98,3.15,124.83,74.62,24.50,6.87,105.99,18.84,Small Business,Online
SO-202507-012369,1,2025-07-29,1050,4,16.91,0.0832,67.64,5.63,62.01,27.34,6.07,3.78,37.20,24.82,Enterprise,Online
SO-202507-012369,2,2025-07-29,1007,2,543.39,0.0704,1086.79,76.47,1010.32,766.67,8.71,61.63,837.01,173.31,Enterprise,Online
SO-202507-012370,1,2025-07-01,1027,5,87.96,0.0513,439.80,22.58,417.22,285.18,8.50,22.95,316.63,100.59,Mid-Market,Online
SO-202507-012371,1,2025-07-29,1006,2,189.91,0.0466,379.82,17.69,362.13,248.91,9.90,19.92,278.73,83.40,Mid-Market,Online
SO-202507-012371,2,2025-07-29,1048,2,34.11,0.0581,68.22,3.96,64.26,30.95,5.70,3.53,40.18,24.07,Mid-Market,Online
SO-202507-012372,1,2025-07-11,1044,1,18.93,0.0729,18.93,1.38,17.55,8.05,3.82,1.14,13.01,4.54,Mid-Market,Partner
SO-202507-012373,1,2025-07-21,1050,1,16.95,0.0566,16.95,0.96,15.99,6.85,5.10,1.15,13.10,2.88,Mid-Market,Direct Sales
SO-202507-012373,2,2025-07-21,1043,1,58.63,0.0515,58.63,3.02,55.61,27.95,5.10,4.00,37.05,18.56,Mid-Market,Direct Sales
SO-202507-012374,1,2025-07-19,1041,2,69.25,0.0816,138.50,11.30,127.20,69.58,3.76,9.03,82.38,44.82,Enterprise,Partner
SO-202507-012374,2,2025-07-19,1020,2,327.66,0.0996,655.33,65.28,590.05,430.88,18.48,41.89,491.25,98.80,Enterprise,Partner
SO-202507-012375,1,2025-07-25,1016,1,222.22,0.0411,222.22,9.13,213.09,139.44,24.50,11.72,175.66,37.44,Small Business,Online
SO-202507-012376,1,2025-07-07,1027,4,88.66,0.0293,354.65,10.38,344.27,228.43,7.80,18.93,255.16,89.11,Small Business,Online
SO-202507-012377,1,2025-07-17,1012,1,218.36,0.0594,218.36,12.98,205.38,134.13,8.70,11.30,154.13,51.25,Mid-Market,Online
SO-202507-012378,1,2025-07-06,1002,2,993.81,0.0694,1987.63,138.03,1849.59,1516.43,8.71,112.83,1637.97,211.62,Enterprise,Online
SO-202507-012379,1,2025-07-30,1009,1,901.93,0.0478,901.93,43.15,858.78,693.63,8.70,61.83,764.16,94.62,Small Business,Direct Sales
SO-202507-012380,1,2025-07-06,1022,4,159.41,0.0754,637.63,48.05,589.58,380.10,26.25,38.32,444.68,144.90,Mid-Market,Partner
SO-202507-012381,1,2025-07-19,1034,10,160.94,0.0411,1609.41,66.14,1543.28,953.43,12.00,84.88,1050.31,492.97,Small Business,Online
SO-202507-012382,1,2025-07-11,1006,1,190.25,0.0581,190.25,11.06,179.19,124.72,6.52,11.65,142.89,36.30,Mid-Market,Partner
SO-202507-012383,1,2025-07-22,1027,1,89.95,0.0421,89.95,3.79,86.16,57.52,5.70,4.74,67.96,18.20,Mid-Market,Online
SO-202507-012384,1,2025-07-30,1023,1,129.90,0.0281,129.90,3.65,126.25,75.16,24.50,9.09,108.75,17.50,Small Business,Direct Sales
SO-202507-012384,2,2025-07-30,1025,1,34.24,0.0376,34.24,1.29,32.95,18.88,5.70,2.37,26.96,6.00,Small Business,Direct Sales
SO-202507-012385,1,2025-07-30,1005,1,325.39,0.0727,325.39,23.65,301.74,223.06,7.66,18.41,249.12,52.62,Enterprise,Online
SO-202507-012386,1,2025-07-11,1029,3,74.91,0.0803,224.73,18.04,206.69,134.82,6.25,16.12,157.19,49.51,Enterprise,Direct Sales
SO-202507-012387,1,2025-07-30,1033,10,38.85,0.0407,388.47,15.82,372.65,198.66,12.00,20.50,231.16,141.49,Mid-Market,Online
SO-202507-012388,1,2025-07-18,1029,4,75.07,0.0380,300.29,11.42,288.87,181.87,7.80,15.89,205.56,83.32,Small Business,Online
SO-202507-012389,1,2025-07-12,1023,1,130.72,0.0399,130.72,5.22,125.50,75.44,24.50,9.04,108.98,16.52,Small Business,Direct Sales
SO-202507-012390,1,2025-07-28,1038,5,48.80,0.0725,243.98,17.68,226.30,119.57,6.60,17.65,143.82,82.47,Enterprise,Direct Sales
SO-202507-012391,1,2025-07-24,1001,1,1301.64,0.0271,1301.64,35.34,1266.30,987.50,8.70,91.17,1087.38,178.93,Small Business,Direct Sales
SO-202507-012392,1,2025-07-12,1016,1,216.21,0.0402,216.21,8.70,207.51,138.83,24.50,14.94,178.27,29.24,Small Business,Direct Sales
SO-202507-012393,1,2025-07-26,1025,8,33.52,0.0260,268.15,6.97,261.18,150.24,10.60,14.36,175.21,85.97,Small Business,Online
SO-202507-012393,2,2025-07-26,1028,10,251.72,0.0348,2517.16,87.58,2429.58,1690.44,12.00,133.63,1836.07,593.52,Small Business,Online
SO-202507-012394,1,2025-07-05,1050,2,16.93,0.0223,33.85,0.75,33.10,13.70,5.70,1.82,21.22,11.88,Small Business,Online
SO-202507-012395,1,2025-07-21,1038,2,49.51,0.0502,99.03,4.97,94.06,48.34,5.70,5.17,59.21,34.84,Mid-Market,Online
SO-202507-012396,1,2025-07-03,1006,2,189.00,0.0921,378.01,34.80,343.21,252.47,6.53,24.37,283.37,59.84,Enterprise,Partner
SO-202507-012396,2,2025-07-03,1038,1,48.32,0.0986,48.32,4.76,43.55,24.13,3.37,3.09,30.58,12.97,Enterprise,Partner
SO-202507-012397,1,2025-07-24,1025,8,33.97,0.0511,271.77,13.88,257.89,150.19,7.95,16.76,174.91,82.98,Small Business,Partner
SO-202507-012397,2,2025-07-24,1022,2,159.03,0.0412,318.07,13.10,304.97,192.12,21.00,19.82,232.94,72.03,Small Business,Partner
SO-202507-012397,3,2025-07-24,1049,3,98.23,0.0502,294.70,14.79,279.91,161.18,4.72,18.19,184.09,95.82,Small Business,Partner
SO-202507-012398,1,2025-07-18,1035,2,21.71,0.0216,43.43,0.94,42.49,21.03,6.40,2.34,29.77,12.72,Small Business,Online
SO-202507-012399,1,2025-07-18,1019,2,151.12,0.0207,302.24,6.25,295.99,183.20,28.00,16.28,227.48,68.51,Small Business,Online
SO-202507-012400,1,2025-07-09,1011,1,1100.97,0.0249,1100.97,27.41,1073.56,822.61,8.70,59.05,890.36,183.20,Small Business,Online
SO-202507-012401,1,2025-07-29,1029,3,74.26,0.0430,222.79,9.59,213.20,135.68,7.10,11.73,154.51,58.69,Mid-Market,Online
SO-202507-012401,2,2025-07-29,1026,10,26.62,0.0544,266.24,14.48,251.76,141.31,12.00,13.85,167.16,84.60,Mid-Market,Online
SO-202507-012402,1,2025-07-22,1030,3,28.72,0.0372,86.17,3.21,82.97,43.77,7.10,5.97,56.84,26.12,Small Business,Direct Sales
SO-202507-012402,2,2025-07-22,1025,10,33.96,0.0297,339.56,10.07,329.48,188.51,12.00,23.72,224.23,105.25,Small Business,Direct Sales
SO-202507-012402,3,2025-07-22,1038,1,48.42,0.0392,48.42,1.90,46.52,24.15,5.10,3.35,32.60,13.91,Small Business,Direct Sales
SO-202507-012403,1,2025-07-22,1005,2,327.39,0.0587,654.77,38.41,616.37,447.96,9.90,33.90,491.76,124.60,Mid-Market,Online
SO-202507-012404,1,2025-07-14,1028,1,250.64,0.0443,250.64,11.11,239.53,169.42,5.70,17.25,192.36,47.17,Small Business,Direct Sales
SO-202507-012404,2,2025-07-14,1043,5,59.44,0.0417,297.22,12.39,284.84,138.49,7.50,20.51,166.50,118.33,Small Business,Direct Sales
SO-202507-012404,3,2025-07-14,1015,2,424.70,0.0301,849.40,25.54,823.87,574.31,28.00,59.32,661.63,162.24,Small Business,Direct Sales
SO-202507-012405,1,2025-07-27,1035,8,22.13,0.0393,177.01,6.96,170.05,84.80,10.60,9.35,104.76,65.30,Small Business,Online
SO-202507-012406,1,2025-07-28,1049,2,98.35,0.0556,196.69,10.95,185.74,107.62,5.70,10.22,123.54,62.21,Mid-Market,Online
SO-202507-012407,1,2025-07-22,1014,2,804.98,0.0273,1609.97,43.93,1566.04,1133.99,28.00,86.13,1248.12,317.92,Small Business,Online
SO-202507-012407,2,2025-07-22,1018,2,179.75,0.0385,359.50,13.84,345.66,220.92,28.00,19.01,267.93,77.73,Small Business,Online
SO-202507-012408,1,2025-07-07,1020,1,327.09,0.0328,327.09,10.73,316.36,212.97,24.50,17.40,254.86,61.49,Small Business,Online
SO-202507-012409,1,2025-07-14,1025,3,34.12,0.0562,102.36,5.75,96.61,56.53,7.10,5.31,68.95,27.66,Mid-Market,Online
SO-202507-012410,1,2025-07-04,1018,2,177.96,0.0479,355.93,17.05,338.87,223.49,21.00,22.03,266.52,72.36,Small Business,Partner
SO-202507-012411,1,2025-07-17,1024,2,119.56,0.0379,239.12,9.07,230.05,133.49,21.00,14.95,169.44,60.61,Small Business,Partner
SO-202507-012411,2,2025-07-17,1045,2,38.46,0.0410,76.92,3.15,73.77,35.97,4.28,4.79,45.04,28.73,Small Business,Partner
SO-202507-012412,1,2025-07-25,1039,1,87.74,0.0239,87.74,2.09,85.65,47.87,5.10,4.71,57.68,27.96,Small Business,Online
SO-202507-012412,2,2025-07-25,1003,1,843.47,0.0286,843.47,24.11,819.36,626.48,8.70,45.06,680.25,139.11,Small Business,Online
SO-202507-012413,1,2025-07-05,1020,2,324.54,0.0757,649.08,49.12,599.96,430.55,21.00,39.00,490.55,109.40,Mid-Market,Partner
SO-202507-012414,1,2025-07-19,1038,1,49.42,0.0560,49.42,2.77,46.66,23.95,5.10,2.57,31.62,15.04,Mid-Market,Online
SO-202507-012415,1,2025-07-16,1025,2,33.49,0.0210,66.99,1.41,65.58,37.72,6.40,3.61,47.73,17.85,Small Business,Online
SO-202507-012416,1,2025-07-24,1007,1,547.12,0.0591,547.12,32.34,514.78,386.09,8.70,28.31,423.10,91.68,Mid-Market,Online
SO-202507-012416,2,2025-07-24,1021,1,1114.68,0.0472,1114.68,52.62,1062.07,801.72,24.50,58.41,884.64,177.43,Mid-Market,Online
SO-202507-012417,1,2025-07-05,1042,3,147.54,0.0295,442.62,13.07,429.55,262.08,6.30,23.63,292.01,137.55,Small Business,Online
SO-202507-012417,2,2025-07-05,1043,2,59.12,0.0235,118.24,2.78,115.46,56.09,5.70,6.35,68.14,47.31,Small Business,Online
SO-202507-012418,1,2025-07-19,1007,2,540.88,0.0583,1081.76,63.11,1018.65,772.17,9.90,73.34,855.41,163.24,Mid-Market,Direct Sales
SO-202507-012418,2,2025-07-19,1016,1,218.34,0.0560,218.34,12.23,206.11,137.31,24.50,14.84,176.65,29.46,Mid-Market,Direct Sales
SO-202507-012419,1,2025-07-15,1037,4,41.69,0.0476,166.76,7.93,158.82,89.73,7.80,8.74,106.27,52.56,Mid-Market,Online
SO-202507-012420,1,2025-07-16,1027,2,89.07,0.0391,178.13,6.97,171.16,114.91,6.40,12.32,133.63,37.53,Small Business,Direct Sales
SO-202507-012421,1,2025-07-20,1027,1,88.72,0.0598,88.72,5.31,83.41,57.39,5.70,4.59,67.68,15.73,Mid-Market,Online
SO-202507-012422,1,2025-07-30,1005,1,327.37,0.0388,327.37,12.71,314.67,224.48,6.52,20.45,251.46,63.20,Small Business,Partner
SO-202507-012423,1,2025-07-07,1010,1,649.56,0.0407,649.56,26.41,623.15,468.39,8.70,44.87,521.96,101.19,Small Business,Direct Sales
SO-202507-012424,1,2025-07-03,1038,2,48.28,0.0422,96.55,4.08,92.47,47.97,5.70,5.09,58.75,33.72,Mid-Market,Online
SO-202507-012424,2,2025-07-03,1044,1,18.97,0.0486,18.97,0.92,18.05,8.00,5.10,0.99,14.09,3.96,Mid-Market,Online
SO-202507-012424,3,2025-07-03,1024,2,119.09,0.0422,238.18,10.06,228.13,134.40,28.00,12.55,174.95,53.18,Mid-Market,Online
SO-202507-012425,1,2025-07-13,1049,2,98.49,0.0288,196.98,5.67,191.31,107.60,5.70,13.77,127.07,64.23,Small Business,Direct Sales
SO-202507-012426,1,2025-07-17,1030,4,28.58,0.0665,114.34,7.61,106.73,58.28,7.80,7.68,73.76,32.97,Mid-Market,Direct Sales
SO-202507-012427,1,2025-07-20,1039,3,88.16,0.0479,264.49,12.66,251.83,144.11,6.30,13.85,164.26,87.57,Mid-Market,Online
SO-202507-012428,1,2025-07-25,1048,2,34.07,0.0361,68.14,2.46,65.68,30.67,5.70,3.61,39.99,25.69,Small Business,Online
SO-202507-012429,1,2025-07-16,1005,3,326.13,0.0825,978.38,80.72,897.67,676.20,9.77,54.76,740.72,156.94,Enterprise,Online
SO-202507-012430,1,2025-07-24,1031,8,137.01,0.0597,1096.10,65.42,1030.68,690.50,10.60,74.21,775.31,255.37,Mid-Market,Direct Sales
